D33I06	D33I07	D33I08	D33I10	D33J01	D34G04	D34G05	D34G06	D34G07	D34G09	D34G10
LOC113007405	0	6	8	3	10	17	28	0	10	7	1
LOC113007409	572	181	515	199	204	369	204	98	64	182	76
LOC113007415	10	2	14	12	19	17	80	2	0	6	14
LOC113007416	207	88	103	113	165	499	305	213	25	227	84
LOC113007417	0	0	0	0	3	0	1	0	0	0	0
LOC113007418	1313	762	1173	838	673	2633	1340	1478	382	1517	716
LOC113007419	26	18	42	25	33	87	76	63	7	78	27
LOC113007420	44	1189	0	1092	241	0	55	119	48	168	237
LOC113007421	8070	77078	516	59932	22877	13	17170	21588	15728	20994	45182
LOC113007422	6599	73767	574	68369	21080	21	14182	13109	4680	14258	31352
LOC113007423	23524	144370	1205	100322	60872	103	68767	96784	126345	117068	155572
LOC113007424	385	7627	46	6781	1627	2	3120	4143	2031	3156	6722
LOC113007425	18205	126463	1079	76761	53890	142	75881	113243	167267	136084	185812
LOC113007429	0	2	0	9	11	168	63	71	15	117	18
LOC113007430	194	139	386	189	65	1354	161	264	80	482	150
LOC113007433	166	157	63	53	176	192	117	10	14	57	18
LOC113007434	0	12	2	9	0	10	9	9	3	7	4
LOC113007435	0	0	0	0	0	0	0	0	0	0	0
LOC113007436	0	0	0	0	0	0	0	0	0	0	0
LOC113007437	0	0	0	0	0	0	0	0	0	0	0
LOC113007438	0	0	0	0	0	0	0	0	0	0	0
LOC113007439	0	0	0	0	0	0	0	0	0	0	0
LOC113007440	0	0	0	0	0	0	0	0	0	0	0
LOC113007441	0	0	0	0	0	0	0	0	0	0	0
LOC113007442	0	0	0	0	0	0	0	0	0	0	0
LOC113007444	45	56	31	52	74	217	225	92	4	169	30
LOC113007445	46	43	21	34	62	65	74	52	9	62	16
LOC113007449	126	122	83	113	83	247	192	230	126	234	123
LOC113007451	5	20	3	2	36	74	119	3	1	22	4
LOC113007454	0	0	0	0	1	0	0	0	0	0	0
LOC113007455	92	10	42	39	84	218	157	60	14	137	19
LOC113007456	28	2	0	23	8	253	22	16	0	77	1
LOC113007457	0	0	0	0	0	0	0	0	0	0	0
LOC113007458	0	0	0	0	0	0	0	0	0	0	0
LOC113007459	109	134	75	85	190	686	393	209	76	385	112
LOC113007460	0	0	0	3	0	39	3	2	0	0	3
LOC113007462	0	0	0	0	0	0	0	1	0	0	0
LOC113007463	0	0	0	0	0	0	0	0	0	0	0
LOC113007471	87	75	130	77	185	550	426	117	52	296	72
LOC113007472	247	109	150	97	9	436	40	246	18	301	51
LOC113007473	8	11	240	17	7	40	7	30	0	20	6
LOC113007474	30	40	14	24	116	48	68	10	12	27	16
LOC113007476	62	91	78	80	96	251	59	42	1	60	7
LOC113007478	350	155	817	271	216	453	182	239	103	169	102
LOC113007479	129	167	142	108	137	211	90	107	100	192	57
LOC113007480	460	377	366	308	320	235	226	267	65	405	67
LOC113007481	4	1	0	9	18	105	116	113	24	88	47
LOC113007482	23	18	0	17	102	179	124	13	4	59	10
LOC113007483	1078	130	4396	2882	410	3572	4453	4983	3343	2569	5948
LOC113007488	0	0	0	0	0	0	0	0	0	0	0
LOC113007490	880	915	365	569	1486	1955	1679	415	157	725	147
LOC113007491	39	40	4	26	81	137	125	7	5	25	0
LOC113007492	27	39	8	7	36	21	27	3	2	15	0
LOC113007493	97	151	181	83	60	322	237	266	55	257	62
LOC113007497	151	112	202	158	306	256	192	141	193	271	93
LOC113007498	1312	287	4601	3173	770	1705	6935	6633	3049	3275	2759
LOC113007500	116	168	119	143	118	1784	332	454	56	628	14
LOC113007501	23	30	13	34	68	380	384	97	7	240	22
LOC113007502	0	0	5	0	0	0	2	4	0	0	0
LOC113007503	0	0	0	4	2	0	0	0	0	0	0
LOC113007505	0	0	0	0	0	0	0	0	4	0	0
LOC113007509	66	93	96	93	54	142	110	90	56	159	32
LOC113007510	176	138	143	153	242	840	588	479	196	532	227
LOC113007511	589	314	774	301	319	1197	912	584	166	394	432
LOC113007513	39	22	39	61	60	481	301	303	52	361	94
LOC113007526	30	24	39	66	20	79	69	111	34	116	24
LOC113007533	36	4	13	21	14	59	30	24	0	27	0
LOC113007534	1	0	0	0	1	0	1	4	0	0	0
LOC113007535	0	0	0	0	0	0	2	0	2	0	0
LOC113007538	50	26	1	76	150	36	113	6	3	89	0
LOC113007543	0	0	8	0	0	0	0	0	1	0	0
LOC113007548	0	0	0	0	0	0	0	0	0	0	0
LOC113007552	144	137	193	90	133	820	232	500	61	284	237
LOC113007556	34	35	40	49	88	212	167	50	17	99	26
LOC113007558	713	433	393	499	975	1353	1318	1400	1275	1870	983
LOC113007560	28	22	4	26	40	45	36	8	7	16	3
LOC113007562	91	75	356	83	58	580	144	144	23	157	40
LOC113007563	21	0	19	5	3	77	15	53	14	60	31
LOC113007564	1505	2058	566	1355	597	1504	1452	2659	674	2083	833
LOC113007567	0	0	0	0	0	0	0	0	0	0	0
LOC113007569	0	0	0	0	0	22	0	0	1	0	3
LOC113007570	0	0	6	4	1	0	4	0	0	6	0
LOC113007573	97	152	98	92	190	181	143	75	6	53	17
LOC113007575	0	0	0	0	0	0	0	3	0	0	0
LOC113007576	0	0	0	0	0	0	0	0	0	0	0
LOC113007577	2	5	11	16	24	28	12	2	0	0	0
LOC113007578	0	1	4	1	3	1	11	0	2	2	0
LOC113007580	0	0	0	0	0	0	0	0	0	0	0
LOC113007581	330	322	95	185	365	572	343	12	0	123	3
LOC113007582	0	0	0	0	0	0	0	0	0	0	0
LOC113007585	0	0	0	0	0	0	0	0	0	0	0
LOC113007586	0	0	0	0	0	0	0	0	0	0	0
LOC113007587	0	0	0	0	0	0	0	0	0	0	0
LOC113007589	0	0	0	0	0	0	0	0	0	0	0
LOC113007590	0	0	0	0	4	0	0	0	0	0	0
LOC113007591	0	0	0	0	0	0	0	0	0	0	0
LOC113007592	0	0	0	0	2	0	0	0	0	0	0
LOC113007593	3	0	0	0	0	0	0	0	0	0	0
LOC113007594	0	0	0	0	0	0	0	0	0	0	0
LOC113007595	0	0	0	0	0	0	0	0	0	0	0
LOC113007596	0	0	0	0	0	0	0	0	0	0	0
LOC113007597	0	0	0	0	0	0	0	0	0	0	0
LOC113007598	11188	6748	8378	9697	10449	4339	3903	7637	4177	2750	1998
LOC113007599	0	0	0	0	0	3	4	0	0	0	0
LOC113007600	0	0	0	0	0	3	0	0	0	0	0
LOC113007601	22	0	0	3	44	74	5	0	0	3	0
LOC113007602	0	0	0	0	0	1	0	0	0	0	0
LOC113007603	0	0	0	0	0	0	2	0	0	4	0
LOC113007604	0	1	0	0	0	0	3	0	0	0	0
LOC113007605	0	0	0	0	1	9	0	0	0	0	0
LOC113007606	0	0	0	0	0	0	0	0	0	0	0
LOC113007607	9	12	28	22	20	95	13	33	1	31	19
LOC113007608	7	0	0	0	0	0	0	0	0	0	0
LOC113007609	3	0	0	0	0	0	4	0	3	2	0
LOC113007611	29	21	5	21	24	139	66	91	74	86	85
LOC113007612	7	17	36	21	21	28	25	9	0	23	3
LOC113007613	79	23	67	20	24	167	77	66	21	48	7
LOC113007618	0	0	15	0	12	28	18	0	1	14	20
LOC113007619	31	6	0	2	30	39	85	8	0	32	0
LOC113007621	34	18	4	6	16	16	41	42	47	26	41
LOC113007624	135	67	113	101	97	179	73	104	17	69	36
LOC113007626	84	66	25	39	80	107	115	46	13	61	14
LOC113007628	0	0	0	0	0	0	0	0	0	0	0
LOC113007633	160	95	187	125	260	367	372	251	215	151	101
LOC113007635	89	40	71	67	65	899	272	163	27	406	17
LOC113007636	306	137	156	117	190	574	293	86	85	149	97
LOC113007637	8	26	19	20	25	56	42	0	7	22	1
LOC113007639	100	75	80	75	56	353	183	155	20	333	38
LOC113007642	54	13	47	23	13	33	6	11	1	10	5
LOC113007643	0	0	0	3	0	4	0	0	0	0	0
LOC113007655	27	5	9	47	8	98	20	170	1	23	5
LOC113007657	365	253	165	214	337	504	291	104	18	160	37
LOC113007661	288	173	358	216	312	887	583	315	76	383	64
LOC113007664	328	157	258	259	147	871	322	408	157	609	145
LOC113007666	190	176	224	248	342	599	492	309	226	410	211
LOC113007667	5	3	1	0	1	16	53	5	0	7	5
LOC113007670	8356	4987	4926	5780	5646	4489	3827	4213	2659	4958	1700
LOC113007674	22	67	51	75	211	321	470	232	145	331	153
LOC113007677	166	71	111	61	83	561	114	179	53	208	61
LOC113007680	0	0	4	0	0	0	0	0	0	0	0
LOC113007685	69	70	92	43	27	103	126	183	26	160	33
LOC113007686	0	0	0	0	5	6	15	14	3	2	2
LOC113007692	9	5	7	35	43	196	187	63	14	86	35
LOC113007693	189	129	65	172	348	290	168	37	28	232	25
LOC113007697	0	0	0	0	1	0	1	0	0	0	0
LOC113007698	39	28	30	30	130	210	274	4	18	18	73
LOC113007701	49	70	105	69	88	283	190	34	17	128	5
LOC113007702	132	147	132	109	49	167	111	87	26	108	75
LOC113007703	115	155	124	91	49	604	34	222	18	178	62
LOC113007704	107	72	37	40	122	281	339	100	59	222	89
LOC113007706	0	0	0	0	1	0	2	0	0	0	0
LOC113007707	19	27	56	41	100	265	224	33	23	103	15
LOC113007709	95	42	100	69	44	310	35	67	31	77	53
LOC113007711	15	19	27	15	27	58	31	49	28	55	7
LOC113007712	19	32	70	20	23	155	89	88	39	187	25
LOC113007715	32	11	2	15	56	180	109	20	1	27	5
LOC113007717	32	34	33	49	95	126	122	99	34	94	38
LOC113007724	0	0	0	0	0	0	0	0	0	0	0
LOC113007725	0	7	8	14	12	44	21	6	7	13	15
LOC113007728	0	0	0	0	0	2	0	1	0	0	3
LOC113007729	0	5	11	13	29	35	28	17	10	52	7
LOC113007730	1099	796	216	442	1234	1578	795	143	81	399	78
LOC113007732	130	183	12	338	304	22	1475	1587	458	1642	1006
LOC113007735	12	14	17	12	56	34	16	0	12	20	9
LOC113007736	0	17	7	17	25	41	55	9	7	10	7
LOC113007739	59	22	69	29	13	113	65	42	17	56	41
LOC113007742	0	0	0	0	0	0	0	0	0	0	0
LOC113007743	6	4	4	2	24	50	40	10	11	13	0
LOC113007746	0	0	0	0	0	0	0	0	0	0	0
LOC113007747	1966	1468	1153	1093	1098	1214	850	1338	1030	1422	580
LOC113007751	0	2	4	4	13	43	63	1	2	33	2
LOC113007752	6	6	28	22	5	3	1	58	14	2	0
LOC113007757	46622	183235	3429	148117	177697	723	435013	664598	1505329	1028581	1007521
LOC113007759	0	16	30	14	31	151	157	63	40	99	12
LOC113007762	525	146	335	295	338	3843	1874	941	233	1820	197
LOC113007765	19	1	27	24	79	241	232	7	6	61	6
LOC113007766	0	0	0	0	0	1	2	1	2	4	0
LOC113007768	8	14	20	3	16	38	28	3	0	19	0
LOC113007774	65	260	79	384	127	191	464	633	2053	856	822
LOC113007775	0	0	0	0	3	13	2	1	0	0	0
LOC113007776	0	0	9	0	8	0	1	5	0	0	0
LOC113007780	3371	1741	456	4013	4649	6457	5954	920	560	5158	818
LOC113007782	223	167	142	139	285	663	609	314	72	473	97
LOC113007783	56	33	172	168	48	109	39	42	36	21	7
LOC113007787	19	46	44	16	15	26	3	9	5	6	15
LOC113007788	982	534	847	542	372	3720	791	2024	470	2498	691
LOC113007791	391	242	191	154	152	664	74	388	49	452	39
LOC113007797	4	6	8	15	4	14	1	11	1	11	0
LOC113007799	1440	1363	1099	1009	1047	995	732	835	505	945	457
LOC113007800	232	128	186	140	225	1130	341	741	318	478	500
LOC113007801	454	138	1467	1149	286	362	384	375	108	158	305
LOC113007802	0	0	0	0	0	0	0	0	0	0	0
LOC113007803	0	0	0	0	0	0	1	0	0	0	0
LOC113007806	6	0	2	7	5	0	0	1	0	0	0
LOC113007807	2438	1333	1418	1864	3145	2458	2442	1311	1045	2108	1038
LOC113007809	378	124	251	219	286	308	173	74	44	123	16
LOC113007810	99	66	41	49	75	124	84	65	37	53	43
LOC113007820	663	375	569	389	296	1611	458	1265	233	1033	461
LOC113007824	4242	1176	196	1158	3231	286	137	58	0	125	14
LOC113007827	3	0	0	3	2	17	7	4	0	9	0
LOC113007828	497	434	522	235	308	1340	537	815	296	778	548
LOC113007829	17	5	37	20	13	39	10	5	10	13	4
LOC113007831	4	14	8	9	2	34	13	6	0	14	1
LOC113007837	100	58	102	124	108	416	210	227	58	342	51
LOC113007839	11	0	6	4	8	2	2	0	0	4	0
LOC113007840	0	0	10	7	15	19	18	11	8	27	0
LOC113007841	184	299	23	379	219	49	710	853	648	858	592
LOC113007842	0	0	7	2	0	9	7	0	0	3	0
LOC113007843	10	65	4	16	108	293	247	8	17	72	20
LOC113007844	2	0	1	3	4	3	1	6	0	0	0
LOC113007845	19561	133682	1214	103951	63481	139	76119	119411	67315	111079	175324
LOC113007846	992	6551	96	6321	5750	6	6947	8316	11115	9886	17469
LOC113007847	6289	34272	378	16881	22889	103	49000	75486	134703	90305	78459
LOC113007848	50900	293255	2594	159341	147407	269	139407	206699	244495	192679	282061
LOC113007849	13841	75157	981	51284	38147	187	69159	109055	168334	116996	168052
LOC113007851	125	40	114	86	33	1382	758	669	65	492	252
LOC113007854	242	648	772	148	235	628	602	356	40	1060	41
LOC113007856	97	32	7	22	85	101	167	7	0	25	5
LOC113007857	460	425	533	563	1015	1415	1269	792	1002	1001	744
LOC113007860	83	40	17	33	18	189	83	107	50	262	38
LOC113007866	51	8	17	23	16	156	34	38	2	38	1
LOC113007871	331	294	252	216	179	203	98	123	114	145	92
LOC113007872	56	89	109	65	115	373	255	206	79	293	77
LOC113007873	124	63	180	123	130	1566	385	488	193	507	343
LOC113007874	26	76	23	26	63	168	163	106	38	243	68
LOC113007875	17	43	26	37	78	69	27	20	16	62	15
LOC113007876	471	479	559	373	223	547	221	633	93	470	161
LOC113007879	5	0	0	4	3	4	17	0	0	0	0
LOC113007881	378	343	511	232	365	521	442	289	236	493	127
LOC113007883	7	1	0	0	0	1	2	0	0	0	0
LOC113007886	21	2	0	9	2	8	23	6	36	13	45
LOC113007889	0	2	7	1	0	15	1	8	4	4	0
LOC113007890	0	0	0	0	0	0	0	0	0	0	0
LOC113007891	4	2	3	4	10	6	0	2	0	11	5
LOC113007897	0	0	0	0	0	0	0	0	0	0	0
LOC113007898	0	0	0	2	0	0	5	0	0	0	0
LOC113007899	0	1	0	0	1	0	0	0	0	0	0
LOC113007901	192	113	126	167	179	315	107	1303	59	57	125
LOC113007902	0	0	0	0	0	0	0	0	0	0	0
LOC113007905	17	35	8	17	36	79	31	2	0	18	2
LOC113007909	6	5	3	0	1	2	2	0	0	0	0
LOC113007910	0	1	0	0	0	0	0	0	0	0	0
LOC113007911	0	0	0	0	0	0	0	0	0	0	0
LOC113007912	11	0	0	0	2	6	10	0	0	0	0
LOC113007913	123	76	31	85	284	455	465	90	57	264	31
LOC113007914	48	43	57	31	19	82	17	63	7	36	28
LOC113007915	0	5	0	0	0	22	0	0	0	3	0
LOC113007917	505	362	571	490	619	1351	842	925	535	1323	379
LOC113007920	0	0	0	0	0	7	4	2	0	0	0
LOC113007923	73	31	8	41	213	327	292	35	8	79	15
LOC113007924	91	120	92	60	143	377	272	203	62	373	92
LOC113007926	10	1	0	0	0	4	0	3	0	5	0
LOC113007927	130	203	74	119	605	1138	900	41	24	253	13
LOC113007929	0	0	0	4	1	0	0	2	0	3	0
LOC113007932	21	14	11	16	15	30	3	23	0	30	0
LOC113007936	17	26	31	47	20	207	121	103	3	129	14
LOC113007937	0	0	1	2	0	0	0	1	0	4	0
LOC113007942	0	9	0	9	41	12	3	8	5	1	0
LOC113007943	76	36	104	53	38	663	59	106	53	162	137
LOC113007944	68	49	46	63	153	451	407	275	55	343	178
LOC113007946	3	1	0	6	7	37	2	1	2	0	0
LOC113007947	7	3	17	13	35	55	57	26	32	40	26
LOC113007949	32	11	30	22	16	10	2	43	4	1	0
LOC113007950	0	5	4	5	41	81	116	1	4	28	0
LOC113007951	0	3	0	0	1	1	1	3	0	6	0
LOC113007955	0	0	0	0	0	0	0	0	0	0	0
LOC113007958	0	0	0	0	0	1	0	0	0	3	0
LOC113007961	62	52	15	45	148	627	605	126	53	280	103
LOC113007964	442	89	242	165	453	679	235	29	22	88	12
LOC113007965	26	5	31	19	14	7	16	9	0	3	2
LOC113007966	6	0	0	0	25	0	0	0	0	0	0
LOC113007968	0	0	0	0	1	0	0	0	0	0	0
LOC113007970	18	12	10	1	1	6	7	4	0	39	1
LOC113007972	134	168	241	111	149	202	274	200	92	303	76
LOC113007973	4	0	0	0	0	0	0	0	0	0	0
LOC113007974	0	0	0	4	1	57	9	7	0	15	2
LOC113007976	29	6	0	12	0	17	8	12	0	12	1
LOC113007980	25	16	34	12	64	97	41	25	10	27	10
LOC113007981	302	383	305	262	311	815	409	395	259	518	320
LOC113007988	0	0	0	0	0	5	0	0	0	0	0
LOC113007990	0	0	0	1	5	3	17	0	2	3	0
LOC113007991	1	3	0	0	7	8	20	0	0	2	2
LOC113007993	231	221	315	285	296	734	412	182	79	256	89
LOC113007994	10	29	18	9	26	66	130	36	43	82	50
LOC113007997	136	148	118	94	171	681	588	259	118	491	152
LOC113008002	0	0	0	0	0	1	0	0	0	0	0
LOC113008003	0	0	0	0	0	0	0	0	0	0	0
LOC113008005	0	0	0	0	0	0	1	0	0	0	0
LOC113008006	9	9	13	21	7	23	27	33	1	63	2
LOC113008008	0	0	0	0	0	0	0	0	0	0	0
LOC113008010	0	2	0	0	5	6	1	0	0	0	0
LOC113008013	0	0	5	2	5	14	4	3	0	5	0
LOC113008016	25	20	49	34	40	247	140	154	18	281	5
LOC113008021	0	0	0	4	0	2	9	0	0	0	0
LOC113008023	18	4	18	5	53	25	70	4	3	191	12
LOC113008024	71	24	27	30	56	76	83	20	14	51	2
LOC113008025	35	30	66	37	81	127	121	59	16	44	5
LOC113008026	72	69	99	47	48	308	119	140	103	288	51
LOC113008027	20	13	50	23	16	89	18	23	21	33	6
LOC113008028	0	0	0	0	0	0	0	0	0	0	0
LOC113008029	220	77	186	136	196	867	265	424	189	305	181
LOC113008030	0	0	0	0	0	0	3	0	0	0	0
LOC113008031	0	0	0	4	0	0	0	1	0	0	0
LOC113008034	0	3	15	1	0	8	0	5	0	3	5
LOC113008035	0	0	9	4	1	0	221	0	0	0	0
LOC113008036	8	6	26	8	0	24	5	6	6	7	0
LOC113008041	106	80	82	62	104	220	221	82	42	90	50
LOC113008042	34	42	40	67	158	292	415	48	6	151	34
LOC113008044	5	1	7	13	5	64	8	9	12	7	4
LOC113008045	9	14	10	3	45	13	4	9	1	1	0
LOC113008046	11141	7041	7397	6935	4708	6776	1111	3883	900	3876	553
LOC113008049	49	42	9	17	23	28	20	0	0	1	0
LOC113008051	0	0	0	0	0	0	0	0	0	0	0
LOC113008052	163	17	86	69	22	259	22	33	14	101	11
LOC113008054	0	0	0	0	0	4	2	0	0	1	0
LOC113008056	33	121	14	48	319	745	864	17	11	192	9
LOC113008058	0	0	0	0	5	0	9	0	0	0	0
LOC113008059	36	99	46	88	225	800	827	362	286	665	254
LOC113008061	104	113	62	72	434	410	180	60	46	110	48
LOC113008063	0	0	0	0	0	0	0	0	0	0	0
LOC113008066	2013	1703	1816	1700	1522	4147	2348	1871	1080	1997	777
LOC113008068	258	256	539	286	208	953	241	286	168	436	230
LOC113008070	0	0	6	2	0	4	0	6	2	3	0
LOC113008071	0	0	0	0	0	0	0	0	0	0	0
LOC113008074	2752	2400	3333	1814	2169	2535	1800	2249	1964	3432	1458
LOC113008077	462	465	569	284	409	714	529	217	28	545	72
LOC113008080	8	5	0	1	0	3	5	4	0	0	0
LOC113008081	0	0	0	0	0	0	0	0	0	0	0
LOC113008083	119	106	116	128	173	322	190	125	39	234	38
LOC113008084	0	0	0	0	2	3	0	1	4	0	0
LOC113008085	7	2	2	16	1	0	12	18	2	48	6
LOC113008086	0	0	0	0	0	0	0	0	0	0	0
LOC113008087	0	0	0	0	0	0	3	0	0	3	0
LOC113008088	3	0	0	0	0	0	0	0	0	1	0
LOC113008089	0	14	0	12	34	50	51	5	0	14	4
LOC113008090	40	22	8	32	149	48	108	15	0	45	0
LOC113008099	0	0	0	0	0	8	0	5	0	0	0
LOC113008100	172	99	176	112	260	767	388	227	100	270	116
LOC113008102	0	0	0	0	0	0	0	0	0	0	0
LOC113008104	0	0	0	0	0	0	0	0	0	0	0
LOC113008105	15536	94773	835	69525	41190	107	67247	100953	124076	112327	148335
LOC113008106	148	1142	1	972	386	0	894	1081	1347	1186	1653
LOC113008107	0	0	0	0	0	0	0	0	0	0	0
LOC113008108	0	0	0	0	0	1	0	0	0	0	0
LOC113008109	158	168	109	95	428	554	628	78	42	278	9
LOC113008111	2787	1691	2547	1653	2268	8031	2805	8813	3560	4421	4195
LOC113008112	195	0	161	94	6	1164	371	498	216	599	229
LOC113008114	70	147	113	64	125	439	219	72	43	210	28
LOC113008122	0	0	0	0	0	3	0	0	0	0	0
LOC113008125	0	3	0	0	3	0	3	0	0	3	0
LOC113008130	0	5	0	6	8	3	4	0	0	0	0
LOC113008132	85	65	107	61	54	150	76	44	29	92	12
LOC113008135	42	36	33	46	120	221	142	53	1	78	14
LOC113008136	360	253	553	215	192	521	199	177	69	372	86
LOC113008142	0	0	0	0	0	0	0	0	0	0	0
LOC113008146	0	0	0	0	0	0	0	0	0	0	0
LOC113008148	1	0	0	0	0	4	0	0	0	0	0
LOC113008151	2282	901	221	1697	2330	1135	1613	171	49	1357	40
LOC113008152	0	0	0	0	0	0	0	0	0	0	0
LOC113008153	89	87	138	88	68	468	215	70	22	209	35
LOC113008155	28	22	6	23	116	14	16	6	0	5	0
LOC113008156	218	112	215	179	109	220	362	370	140	349	197
LOC113008157	229	274	219	213	323	615	566	200	129	411	123
LOC113008159	28	109	24	58	20	29	219	183	9	145	9
LOC113008160	57	15	17	36	13	77	62	56	0	24	8
LOC113008161	41	10	4	21	59	17	31	19	78	50	21
LOC113008162	7	18	26	31	20	137	50	75	41	60	11
LOC113008163	47	45	66	42	29	115	33	23	5	54	19
LOC113008164	30	13	4	19	38	84	114	12	0	27	20
LOC113008166	13	0	0	9	1	2	4	26	0	3	0
LOC113008168	75	80	45	25	156	286	83	2	6	27	4
LOC113008172	0	0	2	27	0	0	2	0	0	1	0
LOC113008173	0	2	2	8	2	6	7	2	7	9	0
LOC113008175	321	277	116	119	490	762	416	32	14	185	16
LOC113008176	0	5	5	0	0	0	0	0	0	0	0
LOC113008177	0	0	0	0	0	0	0	0	0	0	0
LOC113008179	0	0	0	0	0	0	0	0	0	0	0
LOC113008181	0	0	0	0	0	0	0	0	0	0	0
LOC113008182	477	536	197	175	949	1057	896	104	58	251	116
LOC113008184	4	2	11	6	31	3	99	6	0	0	0
LOC113008185	26	10	53	66	29	59	165	157	15	99	19
LOC113008186	0	0	0	0	0	0	0	0	0	0	0
LOC113008187	0	0	0	0	0	0	0	0	0	0	0
LOC113008188	0	0	0	0	0	0	0	0	0	0	0
LOC113008189	0	0	0	0	0	0	0	0	0	0	0
LOC113008190	0	0	0	2	0	0	0	0	0	0	0
LOC113008191	1463	295	4066	2856	570	4529	5083	10919	6403	4519	6785
LOC113008192	14	1	21	30	19	173	0	4	2	45	21
LOC113008196	0	0	0	0	0	0	0	0	0	0	0
LOC113008197	0	0	0	0	0	0	0	0	0	0	0
LOC113008201	33	4	6	33	4	20	21	75	0	2	6
LOC113008202	0	2	2	12	10	16	18	2	4	2	2
LOC113008203	123	129	261	141	120	1429	456	917	115	507	341
LOC113008204	390	253	289	295	493	1142	683	405	102	498	110
LOC113008209	13	0	17	17	1	0	2	0	0	1	0
LOC113008214	86	142	141	79	80	251	107	186	45	231	64
LOC113008215	0	0	0	0	0	0	0	0	0	0	0
LOC113008217	0	0	11	7	19	39	71	14	0	14	6
LOC113008219	0	0	0	0	0	1	0	0	0	0	0
LOC113008220	0	13	33	8	27	60	32	30	28	67	4
LOC113008221	450	347	173	244	426	609	314	238	13	309	61
LOC113008222	26	2	19	19	45	27	37	10	4	7	0
LOC113008224	5	18	7	27	89	120	57	84	8	47	5
LOC113008226	0	0	0	0	0	0	0	0	0	0	0
LOC113008227	137	89	347	96	75	1036	310	561	52	317	215
LOC113008230	0	0	0	0	0	0	0	0	0	0	0
LOC113008232	70	81	97	141	68	171	148	83	6	129	25
LOC113008237	1605	1199	1038	1077	1238	1439	1291	1490	423	1676	417
LOC113008239	73	27	162	56	28	138	18	69	34	48	3
LOC113008241	0	0	0	0	0	0	0	0	0	0	0
LOC113008244	0	0	0	0	0	0	0	0	0	0	0
LOC113008245	0	4	0	0	0	11	0	0	0	0	0
LOC113008246	0	0	4	0	3	3	1	0	0	0	0
LOC113008248	20	11	35	14	19	114	31	22	3	18	8
LOC113008250	38	39	23	37	176	175	179	64	25	134	20
LOC113008253	0	0	0	0	0	42	0	0	0	2	0
LOC113008255	96	66	164	96	68	429	70	135	11	69	28
LOC113008257	0	0	0	0	0	0	1	1	0	0	0
LOC113008258	1	0	0	3	3	7	10	0	1	10	0
LOC113008261	0	0	0	0	0	18	4	0	0	1	0
LOC113008263	253	160	246	174	61	150	116	112	31	209	47
LOC113008266	157	52	72	34	138	69	429	7	0	44	53
LOC113008267	43	43	19	49	64	141	63	30	5	63	23
LOC113008268	184	148	115	145	90	109	53	74	24	114	21
LOC113008269	0	0	0	0	0	0	0	0	0	0	0
LOC113008271	0	0	0	0	1	0	3	4	12	0	1
LOC113008272	3211	3241	2420	3482	3754	3449	3237	2589	2396	2580	1825
LOC113008274	0	0	0	0	0	0	0	0	0	0	0
LOC113008275	0	0	0	0	0	0	0	0	0	0	0
LOC113008278	404	250	267	254	93	693	301	543	150	532	81
LOC113008279	0	0	0	0	0	2	0	0	0	0	0
LOC113008281	4	0	0	0	0	0	0	0	0	2	0
LOC113008284	0	0	0	0	0	6	0	0	0	0	0
LOC113008285	0	0	4	0	3	0	0	0	0	0	0
LOC113008292	12	5	49	3	1	45	43	73	11	12	3
LOC113008295	0	0	0	0	4	0	0	0	0	0	0
LOC113008301	36	25	37	27	57	134	130	27	13	66	25
LOC113008303	47	26	11	34	59	59	30	15	13	31	3
LOC113008306	144	50	64	31	244	268	100	58	15	113	26
LOC113008307	32	31	54	12	8	195	60	85	14	47	23
LOC113008313	0	0	0	0	0	1	0	0	0	0	0
LOC113008317	1219	1043	1242	658	834	993	563	653	490	1014	353
LOC113008318	127	89	102	82	82	545	158	245	53	190	67
LOC113008321	26	9	25	15	43	37	26	4	0	6	0
LOC113008322	21	5	9	9	16	212	132	68	10	93	27
LOC113008325	0	0	0	0	0	0	0	0	0	0	0
LOC113008326	0	0	0	0	0	0	0	0	0	0	0
LOC113008328	15	17	10	9	14	20	25	20	11	34	16
LOC113008334	0	0	0	0	0	0	1	0	0	0	0
LOC113008335	0	0	0	0	0	0	0	0	0	0	0
LOC113008336	4	0	0	2	0	34	4	5	0	3	0
LOC113008341	0	3	4	9	6	6	2	2	0	4	1
LOC113008342	128	89	274	208	137	213	645	1139	618	582	496
LOC113008344	237	82	209	209	134	208	185	465	135	134	84
LOC113008346	0	0	0	0	0	0	0	0	0	0	0
LOC113008347	0	0	0	0	0	0	1	3	0	0	0
LOC113008348	8	23	3	11	63	128	71	21	11	72	23
LOC113008350	0	0	0	0	0	0	0	0	0	0	0
LOC113008353	0	0	0	0	0	0	0	0	0	3	0
LOC113008354	0	0	0	0	0	0	0	0	0	0	0
LOC113008355	2	3	0	2	3	56	9	3	4	8	0
LOC113008357	1	39	9	2	5	22	1	2	2	14	0
LOC113008363	0	0	0	0	1	3	5	0	0	5	1
LOC113008364	13	10	16	16	3	6	2	7	10	4	0
LOC113008365	36	9	5	16	14	261	60	120	4	125	19
LOC113008369	113	73	65	75	266	204	100	2	0	44	4
LOC113008370	88	149	185	33	34	383	113	251	102	121	30
LOC113008371	0	0	0	0	0	0	0	0	0	0	0
LOC113008372	0	2	2	4	1	4	7	1	0	2	0
